	education	like	username	work	edu_str	cities	countries	followers	following
3067			@vishalmadhvani			7	3	0	0
3068			@daelen			5	2	0	0
3069			@guerrazuramx			10	1	2	2
3070		['Staying up late', 'Coffee', 'Gaming', 'Third Culture Kid', 'Philosophy', 'Movies', 'Electronic music', 'Film making']	@mightyalex	['Web Dev', 'UI/UX Design', 'SaaS']		2	2	11	22
3071			@ndrew			1	1	2	2
3072			@colesoutter			3	3	0	0
3073			@patmcculloch			0	0	0	1
3074			@angott			3	3	0	0
3075			@tomcounsell			0	0	1	0
3076			@clementromeas			17	5	0	0
3077			@rafa	['Web Dev']		4	4	1	1
3078			@saimana	['Startup Founder']		3	3	0	1
3079			@marss	['Marketing']		0	0	0	1
3080			@amosrivera			3	3	0	1
3081			@globe_trottah	['Startup Founder', 'Blogging']		17	9	19	51
3082			@an0			0	0	4	1
3083			@el			1	1	1	2
3084			@cassiuskiani			0	0	14	11
3085			@mattycama			1	1	0	0
3086			@jdobso29			1	1	0	0
3087			@helloannliu			7	6	0	0
3088		['Outdoors', 'Writing']	@paulmanea	['Startup Founder', 'Blogging']		1	1	1	4
3089		['Waking up early', 'Staying up late', 'Yoga', 'Spiritual', 'Motorcycling', 'Extrovert', 'Introvert', 'Dancing']	@janna	['Journalism']		24	16	2	0
3090			@beardzitski			5	2	0	0
3091			@landen04			1	1	1	0
3092			@janneke			32	20	1	2
3093			@crispystrom			9	5	0	1
3094		['Vegan']	@panstav			0	0	2	2
3095			@vesper8			8	5	9	6
3096			@nomadlist_			0	0	2228	1
3097			@farahiaram			3	3	1	1
3098			@lnmunhoz			6	3	0	0
3099			@epiphron			4	3	0	0
3100			@computerzen			1	1	0	0
3101			@danriols			0	0	2	2
3102			@ngryman			0	0	2	3
3103			@woolundiesdies			0	0	2	2
3104			@mrykov			3	3	0	0
3105		['Climbing']	@basicallydan			1	1	11	0
3106			@mikemartin604			4	2	0	0
3107			@_yuks			16	8	3	4
3108			@juliet	['UI/UX Design']		8	2	3	6
3109			@naturallyclaire			3	2	5	6
3110			@linda_wilson_io			1	1	2	1
3111			@jimmy_colina			9	7	0	0
3112			@bdbruijn			0	0	0	1
3113			@guisbc	['Startup Founder', 'Community']		1	1	40	47
3114		['Staying up late', 'Samoyeds', 'Coffee', 'Beer', 'Eating meat', 'Korean food', 'Japanese food', 'Mexican food', 'Italian food', 'Chinese food', 'Crossfit', 'Reading', 'Gaming', 'Introvert', 'Documentaries', 'Philosophy', 'Movies', 'Writing', 'Dancing', 'Partying', 'Feminism', 'Progressive politics']	@youryoungko	['Web Dev', 'Software Dev', 'Mobile Dev', 'UI/UX Design', 'Crypto', 'Education']		7	5	3	1
3115			@pejman			1	1	1	0
3116			@vaneshap			1	1	0	0
3117			@joshuaandkristy			1	1	44	44
3118			@claytranslates			3	3	1	0
3119			@simmschanita			12	8	1	0
3120			@yarinos			0	0	0	1
3121			@zhuhui242			0	0	0	0
3122			@bel_eastofnow			9	5	1	3
3123	"[""Bachelor's Degree""]"	['Waking up early', 'Dogs', 'Tea', 'Coffee', 'Beer', 'Italian food', 'Crossfit', 'Fitness', 'Hiking', 'Climbing', 'Outdoors', 'Yoga', 'Spiritual', 'Diving', 'Surfing', 'Swimming', 'Running', 'Cycling', 'Snowboarding', 'Skiing', 'Football', 'Cooking', 'Partying']	@rik_rustenburg	['Product Manager', 'Fitness', 'Community', 'Marketing', 'Sports', 'Hospitality']	Bachelor's Degree	1	1	0	3
3124	"[""Bachelor's Degree""]"	['Waking up early', 'Staying up late', 'Dogs', 'Beer', 'Eating meat', 'Eating fish', 'Italian food', 'Outdoors', 'Running', 'Skiing', 'Gaming', 'Beach', 'Documentaries', 'Philosophy']	@reinis	['Finance', 'Crypto', 'Product Manager', 'Politics', 'Coach', 'Ecommerce']	Bachelor's Degree	4	4	0	0
3125			@ibonazkoitia	['Community']		12	6	2	1
3126		['Writing']	@andreadardon	['Education']		4	4	0	1
3127			@complxalgorithm			0	0	0	1
3128		['Wine']	@iain			8	1	3	5
3129			@val_tomescu			4	4	0	1
3130			@heikoco			8	8	1	0
3131			@etang20	['Software Dev', 'Marketing']		4	2	2	2
3132	"[""Bachelor's Degree""]"	['Waking up early', 'Staying up late', 'Tea', 'Coffee', 'Beer', 'Korean food', 'Japanese food', 'Mexican food', 'Italian food', 'Chinese food', 'Hiking', 'Cycling', 'Skiing', 'Reading', 'Documentaries', 'Photography']	@mreynolds33	['Mobile Dev', 'Startup Founder']	Bachelor's Degree	12	7	0	0
3133			@gigih			6	4	0	0
3134			@caseyr	['Marketing']		3	3	58	11
3135			@sylow			4	4	2	0
3136			@tombalev	['Startup Founder']		0	0	1	1
3137			@ruthk			2	2	0	0
3138			@becfaye	['Startup Founder', 'Education']		6	3	0	2
3139			@arsie			1	1	12	1
3140			@noono			1	1	0	0
3141	"['High School', ""Bachelor's Degree""]"	['Staying up late', 'Tea', 'Coffee', 'Cocktails', 'Korean food', 'Japanese food', 'Mexican food', 'Italian food', 'Chinese food', 'Hiking', 'Outdoors', 'Spiritual', 'Swimming', 'Documentaries', 'Philosophy', 'Movies', 'Acoustic music', 'Electronic music', 'Writing', 'Photography', 'Cooking', 'Backpacking', 'Progressive politics']	@isaacprussey	['Web Dev', 'Mobile Dev', 'Game Dev', 'Startup Founder']	High School, Bachelor's Degree	14	5	0	0
3142			@yanokwa			39	22	14	7
3143			@darrell			0	0	0	0
3144			@xyborg	['Blogging', 'Marketing']		0	0	3	15
3145	"[""Bachelor's Degree""]"	['Tea', 'Coffee', 'Wine', 'Paleo', 'Eating fish', 'Vegetarian', 'Mexican food', 'Fitness', 'Hiking', 'Climbing', 'Outdoors', 'Yoga', 'Cycling', 'Snowboarding', 'Football', 'Beach', 'Acoustic music', 'Electronic music', 'Backpacking', 'Dancing', 'Progressive politics']	@cmr0n	['Web Dev', 'Software Dev', 'Mobile Dev', 'Fitness', 'SaaS', 'Sports']	Bachelor's Degree	3	2	0	0
3146			@lantay			2	1	0	0
3147			@jonathan			0	0	3	3
3148		['Climbing']	@checkthemethod			11	7	0	2
3149			@tomhsx			1	1	0	0
3150			@clebercosta	['Startup Founder']		20	9	0	1
3151			@osipoka88			2	2	0	0
3152	"['High School', ""Bachelor's Degree"", ""Master's Degree""]"	['Dogs', 'Coffee', 'Wine', 'Beer', 'Eating meat', 'Eating fish', 'Mexican food', 'Fitness', 'Hiking', 'Outdoors', 'Diving', 'Surfing', 'Swimming', 'Sailing', 'Extrovert', 'Beach', 'History', 'Documentaries', 'Philosophy', 'Movies', 'Acoustic music', 'Electronic music', 'Vanlife', 'Dancing', 'Centrist politics']	@chazsroczynski	['Web Dev', 'Software Dev', 'Data']	High School, Bachelor's Degree, Master's Degree	1	1	0	1
3153			@chelseaannefox			20	8	0	1
3154			@shanghaistrand			8	6	0	0
3155			@iknowjesse			5	5	0	0
3156			@phlppk			2	2	2	1
3157			@beedotmartin			1	1	0	0
3158			@prettypikey			2	2	0	0
3159	"[""Master's Degree""]"	['Staying up late', 'Tea', 'Wine', 'Beer', 'Cycling', 'Skiing', 'Reading', 'Acoustic music', 'Backpacking']	@maxim_arnold	['Web Dev', 'Startup Founder', 'Product Manager', 'SaaS']	Master's Degree	1	1	1	2
3160			@kerwood			14	12	0	0
3161	"[""Bachelor's Degree""]"	['Surfing', 'Kitesurfing', 'Sailing', 'Photography']	@dmfreedom	['UI/UX Design', 'Product Manager', 'Journalism', 'Blogging', 'Data', 'Marketing', 'Ecommerce', 'Sports', 'Logistics']	Bachelor's Degree	6	5	3	2
3162			@aaronpyon			2	2	0	0
3163			@eddross	['Startup Founder']		3	1	1	0
3164		['Crossfit']	@ezl			1	1	7	2
3165	"[""Master's Degree""]"	['Staying up late', 'Dogs', 'Coffee', 'Cocktails', 'Wine', 'Beer']	@andyzelinski	['Software Dev', 'Startup Founder', 'Medical', 'Data', 'Fitness', 'Community', 'Ecommerce', 'Sports']	Master's Degree	21	17	0	1
3166			@brkljac			6	6	1	2
3167			@indienomad			3	3	0	0
3168	"[""Bachelor's Degree""]"	['Waking up early', 'Cats', 'Tea', 'Wine', 'Korean food', 'Japanese food', 'Mexican food', 'Italian food', 'Chinese food', 'Fitness', 'Yoga', 'Spiritual', 'Reading', 'Third Culture Kid', 'Beach', 'Dancing', 'Feminism']	@vivli	['Web Dev', 'Software Dev', 'UI/UX Design', 'Startup Founder', 'Education']	Bachelor's Degree	5	4	0	0
3169			@physiosonline			3	2	0	0
3170			@joanna			9	5	0	0
3171			@rickhanlonii			2	2	23	19
3172			@johnsalzarulo	['Software Dev']		0	0	7	31
3173			@mgmaquieira			0	0	2	3
3174	"[""Bachelor's Degree""]"	['Staying up late', 'Drinking alcohol', 'Eating meat', 'Eating fish', 'Japanese food', 'Mexican food', 'Italian food', 'Chinese food', 'Fitness', 'Outdoors', 'Diving', 'Cycling', 'Sailing', 'Skiing', 'Golf', 'Extrovert', 'Introvert', 'Beach', 'Documentaries', 'Progressive politics']	@jvmeier	['Data']	Bachelor's Degree	3	2	0	0
3175			@rodolphe	['Startup Founder']		3	3	172	30
3176			@hspec	['Community']		0	0	0	2
3177			@jumpoffio			11	7	0	0
3178			@stiensf			1	1	0	0
3179			@tinchoarg			0	0	1	3
3180			@theswiss	['Startup Founder']		2	2	1	1
3181			@ptsui			34	9	3	3
3182			@ericgowens			0	0	0	2
3183			@martinbcg	['Startup Founder']		0	0	5	9
3184			@gunar			10	8	5	2
3185			@adampbarrett			1	1	3	4
3186			@rowforsilence			2	2	0	1
3187			@gonzaloinnocenti			8	7	1	0
3188			@holly			10	2	0	0
3189		['Vegan', 'Writing']	@garethbjenkins	['Blogging']		4	3	1	0
3190			@llun			11	8	3	4
3191			@mdlc			0	0	1	0
3192			@mjmmayernick			4	3	0	0
3193			@salman	['Product Manager', 'Blogging']		1	1	2	3
3194			@julian_currie			1	1	0	0
3195			@simonschmalfeld			8	5	0	0
3196	"[""Master's Degree""]"	['Dogs', 'Coffee', 'Korean food', 'Italian food', 'Hiking', 'Climbing', 'Spiritual', 'Surfing', 'Running', 'Reading', 'Beach', 'Electronic music', 'Cooking', 'Partying']	@kevintheair	['Startup Founder', 'Finance', 'Crypto']	Master's Degree	4	3	1	5
3197			@laurenacarey			15	9	1	4
3198			@tanjas			4	4	0	0
3199			@patrickleescott			5	3	0	0
3200	"[""Master's Degree""]"	['Dogs', 'Coffee', 'Beach', 'Electronic music', 'Dancing']	@shadi	['Mobile Dev', 'Startup Founder', 'Crypto']	Master's Degree	16	13	0	0
3201			@nevilhulspas			3	3	3	2
3202			@micheltriana			23	9	0	0
3203			@writingdreamer			1	1	0	0
3204			@alonkatz			1	1	1	1
3205		['Skiing']	@livingstonm	['Creative']		0	0	5	10
3206			@woontan	['Community']		0	0	2	0
3207			@richpoirier			9	4	0	0
3208			@balancecircle			0	0	14	9
3209			@lswank			7	4	0	1
3210			@liza			2	2	0	0
3211		['Diving']	@anna_ceachirova			1	1	1	0
3212		['Staying up late', 'Coffee', 'Wine', 'Cooking']	@davidpeake	['Marketing']		24	13	2	0
3213			@m71893			2	1	0	1
3214			@spen_taylor			6	4	1	0
3215			@caitlynsmith			8	5	0	0
3216			@blomster			1	1	0	0
3217			@isander			4	4	0	0
3218			@julienarcin	['Startup Founder']		0	0	1	0
3219			@koss_lebedev			0	0	3	7
3220			@dominik			3	2	2	0
3221			@mikeislearning	['Startup Founder']		5	3	5	3
3222			@gabo			3	3	1	0
3223			@ben_bonifant			1	1	0	0
3224			@robertklubenspies			2	2	0	0
3225			@kantong			0	0	1	3
3226			@roseeppensteiner			21	21	1	0
3227			@citybythebea			13	11	1	0
3228			@tgamrekeli			6	4	1	1
3229		['Tennis']	@tiffany			3	3	119	23
3230			@r6w			0	0	1	1
3231		['Waking up early', 'Coffee', 'Eating meat', 'Eating fish', 'Japanese food', 'Hiking', 'Cycling', 'Documentaries', 'Photography', 'Backpacking', 'Vanlife']	@gnzlt	['Software Dev', 'Mobile Dev']		3	3	1	2
3232			@journeytech_ca	['Mobile Dev', 'Startup Founder']		2	1	0	5
3233			@mrmoje	['Software Dev']		4	3	2	2
3234			@drorliebenthal			13	8	0	2
3235			@polinakocheva	['Startup Founder', 'Blogging']		7	7	6	3
3236			@kundi			8	7	0	1
3237			@pbaumann			6	4	3	5
3238			@enaros			3	2	0	1
3239			@nefbonifacio			5	3	4	8
3240			@andym			3	3	0	0
3241			@shaun			5	2	0	0
3242			@sybrenvkesteren			4	3	0	0
3243			@abhi_mallik	['Blogging']		10	1	5	2
3244	['High School']	['Tea', 'Coffee', 'Cocktails', 'Wine', 'Beer', 'Drinking alcohol', '420', 'Eating meat', 'Japanese food', 'Yoga', 'Swimming', 'Running', 'Reading', 'Gaming', 'Introvert', 'Beach', 'Movies', 'Cooking']	@facebook	['Web Dev', 'Software Dev', 'Ecommerce', 'SaaS']	High School	3	3	0	0
3245			@louroboros			9	4	24	16
3246			@noah			1	1	3	12
3247			@ohenrik			1	1	0	6
3248			@isaac98			23	13	0	0
3249			@reald3us			0	0	0	0
3250			@stnly			7	7	5	15
3251			@charlespwd			1	1	1	2
3252			@brecht			5	3	2	2
3253			@kayelincoln			2	2	0	1
3254			@sturob	['Crypto', 'Data']		2	2	1	1
3255			@saihood			2	1	0	0
3256			@gregbrand			0	0	0	3
3257			@jamesohsull			7	5	2	1
3258	"[""Bachelor's Degree""]"	['Waking up early', 'Coffee', 'Cocktails', 'Crossfit']	@so	['Ecommerce']	Bachelor's Degree	7	6	0	0
3259		['Coffee', 'Eating fish', 'Japanese food', 'Fitness', 'Beach', 'Electronic music', 'Partying', 'Urbex']	@lancelot	['Startup Founder', 'Finance', 'Crypto', 'Sports']		6	6	0	0
3260			@dtoseland			2	2	0	0
3261			@kyleschutter			13	8	0	0
3262			@tomstarr			2	2	0	0
3263			@merlina			1	1	0	0
3264			@job			11	9	0	0
3265			@camemco	['Startup Founder']		12	6	20	13
3266			@winum	['Marketing']		0	0	9	14
3267			@aren			6	4	0	0
3268			@melvynmouflin			25	14	0	0
3269			@jangafx			9	3	0	0
3270			@tomislavmamic			0	0	15	25
3271			@pmilos99			14	7	1	0
3272			@acallaghan			0	0	0	0
3273			@ashwooders			2	1	0	1
3274			@brianswichkow			0	0	7	4
3275			@vaida			25	15	1	1
3276			@orlandogoncalves			4	4	0	0
3277			@jazic	['Product Manager']		3	3	2	2
3278			@motazelewa			0	0	1	4
3279			@hanibash			0	0	5	1
3280			@edward_			0	0	6	6
3281			@connorgrooms			1	1	18	4
3282			@talon39			5	3	0	0
3283		['Dogs']	@jwalsh			1	1	0	0
3284			@jon_snow_pt			8	6	0	0
3285			@maxroyale			8	6	2	1
3286			@aileen			15	9	0	0
3287			@fukutomy			11	8	0	0
3288			@iamlei			0	0	0	1
3289			@etienne			0	0	0	2
3290			@mwotton	['Data']		4	4	19	14
3291			@superlopuh			1	1	0	1
3292			@farahato	['Marketing']		0	0	2	3
3293		['Writing']	@mikecastro26			0	0	3	9
3294		['Waking up early', 'Staying up late', 'Dogs', 'Tea', 'Coffee', 'Cocktails', 'Wine', 'Beer', 'Drinking alcohol', 'Eating meat', 'Vegetarian', 'Japanese food', 'Mexican food', 'Italian food', 'Chinese food', 'Hiking', 'Spiritual', 'Cycling', 'Sailing', 'Golf', 'Gaming', 'Extrovert', 'Beach', 'Shopping', 'Movies', 'Acoustic music', 'Partying']	@londonranking	['Marketing']		1	1	0	0
3295			@fagelstrom			14	12	0	0
3296			@jsuccar			2	1	1	4
3297			@mail300			6	5	0	0
3298			@vlamic			1	1	0	0
3299			@chrissleys			1	1	0	0
3300	"[""Master's Degree""]"	['Waking up early', 'Dogs', 'Tea', 'Coffee', 'Wine', 'Beer', 'Spiritual', 'Gaming', 'Beach', 'Documentaries', 'Philosophy', 'Movies', 'Acoustic music', 'Photography', 'Film making', 'Singing', 'Backpacking']	@gianberselli	['Creative']	Master's Degree	1	1	0	0
3301			@evachuishere			41	19	7	4
3302			@rodcul	['Startup Founder', 'Product Manager', 'Coach']		1	1	4	1
3303			@stacycadence			1	1	0	0
3304			@meettherebels	['Startup Founder', 'Marketing']		0	0	7	10
3305			@desperado			0	0	0	1
3306			@brmolin			9	7	2	2
3307			@violetazoeller			3	1	0	2
3308			@katelynmsmith	['Startup Founder', 'Blogging']		3	3	146	135
3309	"['High School', ""Bachelor's Degree""]"	['Staying up late', 'Dogs', 'Tea', 'Coffee', 'Wine', 'Beer', 'Drinking alcohol', '420', 'Eating meat', 'Eating fish', 'Korean food', 'Mexican food', 'Italian food', 'Chinese food', 'Hiking', 'Climbing', 'Outdoors', 'Running', 'Cycling', 'Motorcycling', 'Sailing', 'Snowboarding', 'Skiing', 'Race sports', 'Golf', 'Extrovert', 'Introvert', 'Beach', 'History', 'Documentaries', 'Philosophy', 'Movies', 'Electronic music', 'Film making', 'Cooking', 'Backpacking', 'Vanlife', 'Partying', 'Urbex', 'Centrist politics']	@tswallen	['Web Dev', 'Software Dev', 'Mobile Dev', 'UI/UX Design', 'Startup Founder', 'Product Manager', 'Education', 'Creative', 'Marketing', 'Support']	High School, Bachelor's Degree	5	2	1	0
3310			@pabloserranof			2	1	0	0
3311		['Waking up early', 'Staying up late', 'Dogs', 'Tea', 'Coffee', 'Cocktails', 'Wine', 'Beer', 'Korean food', 'Japanese food', 'Chinese food', 'Hiking', 'Swimming', 'Cycling', 'Motorcycling', 'Sailing', 'Reading', 'Beach', 'Movies', 'Acoustic music', 'Electronic music', 'Writing', 'Photography', 'Cooking', 'Backpacking']	@luciddan	['Web Dev', 'Software Dev', 'Mobile Dev', 'Product Manager']		24	18	4	0
3312			@sander			1	1	0	0
3313			@mironmg27			2	2	0	1
3314			@ankeshkothari	['Startup Founder']		3	2	1	2
3315			@bellaweo			4	3	0	0
3316			@mjmcshane1			5	2	1	8
3317			@serban	['Startup Founder', 'Education']		1	1	0	2
3318			@kevinejohn	['Startup Founder']		0	0	2	10
3319			@bryanbeshore	['Startup Founder']		0	0	6	6
3320	"[""Bachelor's Degree""]"	['Cocktails', 'Beer', 'Eating meat', 'Italian food', 'Hiking', 'Outdoors', 'Tennis', 'Reading']	@chrisgj	['Community', 'Ecommerce']	Bachelor's Degree	35	11	1	0
3321			@navymark224			1	1	0	0
3322			@christyre	['Blogging']		13	10	4	4
3323	"[""Bachelor's Degree""]"	['Waking up early']	@nomadcook	['Software Dev', 'UI/UX Design', 'Creative', 'Blogging']	Bachelor's Degree	39	13	0	0
3324			@iamkoh			0	0	7	2
3325			@stringnikolic			1	1	1	1
3326			@jakenyao			8	4	0	0
3327			@cubedeye			1	1	0	0
3328			@elisha	['Marketing']		4	3	3	2
3329			@tiff			3	3	0	0
3330	['High School']	['Staying up late', 'Dogs', 'Coffee', 'Cocktails', 'Wine', 'Beer', 'Drinking alcohol', '420', 'Eating meat', 'Eating fish', 'Korean food', 'Japanese food', 'Mexican food', 'Italian food', 'Chinese food', 'Crossfit', 'Fitness', 'Hiking', 'Outdoors', 'Surfing', 'Running', 'Sailing', 'Skateboarding', 'Snowboarding', 'Football', 'Reading', 'Gaming', 'Extrovert', 'Beach', 'Shopping', 'History', 'Documentaries', 'Movies', 'Acoustic music', 'Electronic music', 'Photography', 'Cooking', 'Drawing', 'Backpacking', 'Vanlife', 'Dancing', 'Partying', 'Conservative politics']	@daniellauding	['Web Dev', 'Software Dev', 'UI/UX Design', 'Startup Founder', 'Finance', 'Creative', 'Data', 'Fitness', 'Community', 'Marketing', 'SaaS', 'Geo', 'Sports', 'Hospitality']	High School	83	37	0	15
3331			@teoteochanturia			0	0	2	2
3332	"[""Master's Degree""]"	['Staying up late', 'Cats', 'Dogs', 'Tea', 'Coffee', 'Cocktails', 'Wine', 'Beer', 'No alcohol', 'Japanese food', 'Italian food', 'Chinese food', 'Fitness', 'Hiking', 'Outdoors', 'Diving', 'Swimming', 'Running', 'Skiing', 'Football', 'Reading', 'Beach', 'Philosophy', 'Movies', 'Electronic music', 'Backpacking', 'Partying']	@alexiscreuzot	['Software Dev', 'Mobile Dev', 'UI/UX Design', 'Crypto', 'Data', 'Fitness', 'Sports']	Master's Degree	24	17	0	1
3333		['Climbing']	@josh_works	['Software Dev']		45	9	14	10
3334			@carly			23	14	1	1
3335	"[""Master's Degree""]"	['Waking up early', 'Cats', 'Dogs', 'Tea', 'Coffee', 'Cocktails', 'Wine', 'Beer', 'Paleo', 'Eating meat', 'Eating fish', 'Korean food', 'Japanese food', 'Mexican food', 'Italian food', 'Chinese food', 'Fitness', 'Outdoors', 'Yoga', 'Spiritual', 'Swimming', 'Running', 'Sailing', 'Skiing', 'Fight sports', 'Race sports', 'Reading', 'Beach', 'Shopping', 'History', 'Documentaries', 'Philosophy', 'Movies', 'Electronic music', 'Writing', 'Photography', 'Film making', 'Cooking', 'Singing', 'Dancing', 'Partying', 'Urbex', 'Feminism', 'Progressive politics']	@mattia	['Startup Founder', 'Creative', 'Journalism', 'Blogging', 'Fitness', 'Community', 'Marketing', 'Ecommerce']	Master's Degree	12	7	1	5
3336			@gmisjura1			1	1	0	0
3337		['Hiking', 'Outdoors', 'Reading', 'Gaming', 'Philosophy', 'Movies', 'Electronic music', 'Backpacking', 'Dancing']	@abbygmcclain	['Marketing']		10	7	1	0
3338			@crtvhd			1	1	25	24
3339			@davidgsylvia			4	3	0	0
3340			@rorymcdougall	['Politics']		5	4	0	0
3341			@herdis3h			4	4	0	0
3342			@arlefreak			17	8	1	3
3343			@egarbugli	['Startup Founder']		0	0	21	21
3344			@bfirsh			9	6	11	6
3345			@tomhunt88	['Startup Founder']		1	1	39	27
3346			@fotoverite			0	0	10	9
3347			@dpashley			11	8	3	3
3348			@niklasmodess			17	7	2	0
3349			@orenkurve	['UI/UX Design', 'Startup Founder', 'Product Manager']		3	2	7	4
3350			@madebygus			1	1	3	3
3351			@soerenr			14	9	1	5
3352		['Waking up early', 'Dogs', 'Tea', 'Coffee', 'Wine', 'Pescetarian', 'Yoga', 'Spiritual', 'Cooking', 'Dancing']	@twadlinger	['Hospitality']		3	3	0	0
3353			@zibra	['Creative']		1	1	1	0
3354			@elikem			1	1	0	0
3355			@fabioelbeck			1	1	0	0
3356			@simonlad			3	2	0	0
3357			@niclasnilsson			1	1	0	0
3358			@savannah_leona			13	7	1	0
3359			@katingalls	['UI/UX Design']		8	6	21	18
3360			@elcompilla			3	2	0	0
3361			@conschneider			2	2	6	5
3362			@alexandrearanha			13	8	0	0
3363			@kristinasimakova			4	3	0	0
3364			@coralieherbert			4	4	1	0
3365			@sallf			2	1	0	0
3366			@rayanmakhmutov			0	0	2	3
3367	"['High School', ""Bachelor's Degree""]"	['Waking up early', 'Staying up late', 'Cats', 'Dogs', 'Coffee', 'Eating meat', 'Vegetarian', 'Mexican food', 'Hiking', 'Outdoors', 'Spiritual', 'Diving', 'Cycling', 'Motorcycling', 'Race sports', 'Reading', 'Introvert', 'Beach', 'History', 'Cooking', 'Backpacking']	@jason147	['Education', 'Community', 'Hospitality']	High School, Bachelor's Degree	3	3	1	0
3368			@briantopping			3	2	11	9
3369			@will_picup			1	1	0	0
3370			@mbfestudio	['Blogging']		0	0	3	1
3371		['Writing']	@lightmotif			19	11	4	3
3372			@tugi			15	8	0	1
3373			@miklern	['Startup Founder']		0	0	3	3
3374			@emsu			0	0	2	2
3375			@austindean			2	2	0	0
3376			@cch3n			1	1	0	0
3377			@jenniferbrook			0	0	13	5
3378			@go_ginger_go	['Community', 'Marketing']		2	2	2	1
3379			@portobellowild			2	2	4	2
3380			@mhclapperton			3	3	0	0
3381			@sweaver			4	4	0	0
3382			@evan205			4	2	0	0
3383	"[""Bachelor's Degree""]"	['Motorcycling', 'Sailing', 'Photography', 'Centrist politics']	@davidholt112		Bachelor's Degree	2	2	0	0
3384			@iamfplaza			0	0	0	1
3385			@goombab			0	0	0	5
3386			@nathanjones			17	15	0	0
3387			@nickjnish			9	4	0	1
3388			@danny__garcia	['Software Dev']		1	1	6	16
3389	"[""Bachelor's Degree""]"	['Cocktails', 'Beer', 'Drinking alcohol', 'Eating meat', 'Japanese food', 'Italian food', 'Chinese food', 'Fitness', 'Outdoors', 'Swimming', 'Running', 'Cycling', 'Skiing', 'Extrovert', 'Beach', 'History', 'Documentaries', 'Movies', 'Acoustic music', 'Electronic music', 'Photography', 'Film making', 'Dancing', 'Partying']	@rrppspain	['Startup Founder', 'Finance', 'Product Manager', 'Education', 'Creative', 'Blogging', 'Community', 'Marketing', 'Sales', 'Ecommerce']	Bachelor's Degree	22	14	2	0
3390	"[""Master's Degree""]"	['Cats', 'Dogs', 'Tea', 'Coffee', 'Cocktails', 'Introvert', 'Writing', 'Feminism', 'Progressive politics']	@anne_jin	['Creative']	Master's Degree	3	3	0	0
3391			@rubinsalamander			13	9	1	0
3392			@michalmikolajczyk			0	0	2	0
3393			@makersacademy	['Web Dev']		0	0	20	10
3394			@gegenhuberthomas			2	1	0	0
3395			@seointhesun	['Marketing']		0	0	8	12
3396			@georgebaltak			44	22	1	3
3397			@grantlyk			0	0	4	10
3398			@franceschina			10	10	0	0
3399			@malachivarga	['Startup Founder']		0	0	1	1
3400			@rubaaaeeem			2	2	0	0
3401			@kchau	['Marketing']		2	2	4	4
3402			@angelwing337			9	7	1	1
3403	"[""Bachelor's Degree""]"	['Waking up early', 'Staying up late', 'Dogs', 'Tea', 'Coffee', 'Wine', 'Drinking alcohol', '420', 'Paleo', 'Eating meat', 'Japanese food', 'Italian food', 'Crossfit', 'Fitness', 'Hiking', 'Outdoors', 'Running', 'Football', 'Reading', 'Gaming', 'Extrovert', 'Introvert', 'Beach', 'Documentaries', 'Philosophy', 'Movies', 'Electronic music', 'Writing', 'Photography', 'Cooking', 'Drawing', 'Backpacking', 'Partying', 'Feminism', 'Progressive politics']	@thiagoricieri	['Web Dev', 'Software Dev', 'Mobile Dev', 'Creative', 'Blogging', 'Community', 'SaaS', 'Sports']	Bachelor's Degree	56	22	1	32
3404			@torehan			15	10	0	0
3405	"[""Bachelor's Degree""]"	['Waking up early', 'Cats', 'Coffee', 'Yoga', 'Kitesurfing', 'Running', 'Sailing', 'Skateboarding', 'Golf']	@marcberr	['Web Dev', 'Software Dev', 'Mobile Dev', 'Game Dev', 'Startup Founder', 'Crypto', 'Product Manager', 'Marketing']	Bachelor's Degree	1	1	1	0
3406			@brannonlucas			1	1	0	0
3407			@cryptoquick			0	0	8	12
3408			@trustmedesigner	['Support']		0	0	1	0
3409		['Staying up late', 'Coffee', 'Wine', 'Beer', 'Drinking alcohol', 'Movies']	@krishamoud	['Web Dev', 'Software Dev', 'Mobile Dev', 'Game Dev', 'Fitness', 'Community']		14	8	0	0
3410			@xdrewx			10	7	0	0
3411			@vladgeorgescu			1	1	13	12
3412			@zywy			3	2	0	0
3413		['Cats', '420']	@jamiesyke	['UI/UX Design', 'Startup Founder']		11	11	31	14
3414			@martaclases157			3	2	1	0
3415			@whiteboardgirl			3	3	1	1
3416			@mfoozee	['Web Dev']		0	0	1	1
3417			@shaulsolomon			1	1	0	0
3418			@schjonhaug	['Mobile Dev']		4	4	4	4
3419			@peterzen			3	3	1	0
3420		['Third Culture Kid', 'Acoustic music', 'Writing']	@allan	['Journalism', 'Blogging']		58	15	0	1
3421	"[""Bachelor's Degree""]"	['Staying up late', 'Dogs', 'Tea', 'Coffee', 'Cocktails', 'Wine', 'Beer', 'Drinking alcohol', 'Korean food', 'Japanese food', 'Mexican food', 'Italian food', 'Chinese food', 'Hiking', 'Outdoors', 'Running', 'Cycling', 'Football', 'Tennis', 'Reading', 'Extrovert', 'Beach', 'Movies', 'Electronic music', 'Writing', 'Cooking', 'Backpacking', 'Dancing', 'Partying', 'Feminism', 'Progressive politics']	@klabuca	['Journalism', 'Blogging', 'Marketing']	Bachelor's Degree	1	1	0	0
